row_type,Column1,team_name,country,country_iso,bf_team1,bf_fuzzy1,bf_team2,bf_fuzzy2,bf_team3,bf_fuzzy3,bf_team4,bf_fuzzy4,bf_team5,bf_fuzzy5,bf_team6,bf_fuzzy6,bf_team7,bf_fuzzy7,bf_team8,bf_fuzzy8,bf_team9,bf_fuzzy9,bf_team10,bf_fuzzy10,bf_team11,bf_fuzzy11,bf_team12,bf_fuzzy12,bf_team13,bf_fuzzy13,manual_insertion1stround,manual_insertion2ndround
names_match,1,AFC Bournemouth,England,GB,1,100,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,68,,
bf_teamnames,7,Arsenal,England,GB,Arsenal,100,A,90,Senegal,71,Armenia,71,Ards,68,Ware,68,Carshalton Athletic FC,64,Carshalton Athletic,64,Armenia U17,64,Barcelona,62,Darwen,62,Marseille,62,Argentina,62,,
names_match,7,Arsenal,England,GB,1,100,0,90,0,71,0,71,0,68,0,68,0,64,0,64,0,64,0,62,0,62,0,62,0,62,,
bf_teamnames,14,Aston Villa,England,GB,Aston Villa,100,Aston VIlla FC,95,Sion,68,Sevilla,67,Estonia,67,Garden Village AFC,66,Abbey Villa,64,Civil Aviation Authorit,62,Cliftonville,61,Yeovil Town,61,Histon,60,Yeovil,60,T,60,,
names_match,14,Aston Villa,England,GB,1,100,1,95,0,68,0,67,0,67,0,66,0,64,0,62,0,61,0,61,0,60,0,60,0,60,,
bf_teamnames,17,Barnsley,England,GB,Barnsley,100,A,90,Burnley,80,Farsley,80,Barnet,71,Ards,68,Farsley Celtic,68,Bromley,67,Gresley,67,Bashley FC,67,Carlisle,62,Larne,62,Barnstaple Town,61,,
names_match,17,Barnsley,England,GB,1,100,0,90,0,80,0,80,0,71,0,68,0,68,0,67,0,67,0,67,0,62,0,62,0,61,,
bf_teamnames,8,Birmingham City,England,GB,Birmingham City B,95,Birmingham,90,Man City,86,Truro City,86,Bath City,86,York City,86,Stoke City,86,Newry City,86,Hull City,86,Ngozi City,86,Cork City,86,Billingham,72,Burnham FC,64,,
names_match,8,Birmingham City,England,GB,0,95,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,72,0,64,,
bf_teamnames,3,Blackburn Rovers,England,GB,Blackburn Rovers FC B,95,Blackburn,90,Great Wakering Rovers FC,86,Barton Rovers,76,Dover,72,Barton Rovers FC,69,Bury,68,Paulton Rovers,67,Willand Rovers,67,Sligo Rovers,64,AFC Kempston Rovers,63,Paulton Rovers FC,61,Burton,60,,
names_match,3,Blackburn Rovers,England,GB,0,95,1,90,0,86,0,76,0,72,0,69,0,68,0,67,0,67,0,64,0,63,0,61,0,60,,
bf_teamnames,6,Bolton Wanderers,England,GB,Bolton Wanderers FC B,95,Bolton,90,Cray Wanderers,74,Dorking Wanderers,73,Luton,72,Dorking Wanderers FC,68,Cray Wanderers FC,68,Lyon,68,Ipswich Wanderers,68,Colo Colo,64,Andorra,64,Luton Town,63,Barton Rovers,62,,
names_match,6,Bolton Wanderers,England,GB,0,95,1,90,0,74,0,73,0,72,0,68,0,68,0,68,0,68,0,64,0,64,0,63,0,62,,
bf_teamnames,4,Brentford,England,GB,Brentford,100,Bideford,71,Dartford,71,Bradford,71,Brentwood Town,70,North Greenford United,70,Retford Utd,70,Brentwood Town FC,70,Gent,68,Hednesford,63,Telford,62,Watford,62,betfair,62,,
names_match,4,Brentford,England,GB,1,100,0,71,0,71,0,71,0,70,0,70,0,70,0,70,0,68,0,63,0,62,0,62,0,62,,
bf_teamnames,0,Brighton & Hove Albion,England,GB,Brighton,90,Albion,90,Witton Albion,86,Burton Albion,86,Mali,68,Sion,68,Burton Albion B,66,Burton Albion FC B,65,Histon,60,T,60,Abc,60,A,60,AEL,60,,
names_match,0,Brighton & Hove Albion,England,GB,1,90,0,90,0,86,0,86,0,68,0,68,0,66,0,65,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,15,Bristol City,England,GB,Bristol City,100,Bristol City FC B,95,Man City,86,Bristol Rovers FC B,86,Welwyn Garden City FC,86,Bristol Manor Farm FC,86,Chichester City United,86,Kampala City Council,86,Winchester City FC,86,Bristol Manor Farm,86,Chelmsford City FC B,86,Stoke City,73,Carlisle City,72,,
names_match,15,Bristol City,England,GB,1,100,0,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,73,0,72,,
bf_teamnames,12,Burnley,England,GB,Burnley,100,Barnsley,80,Bury,73,Bromley,71,Sittingbourne,69,Sittingbourne FC,66,Bournemouth,64,Bromley FC B,64,Buckley Town,64,Buckley Town FC,64,Guernsey FC,64,AFC Bournemouth,64,Eastbourne Borough,64,,
names_match,12,Burnley,England,GB,1,100,0,80,0,73,0,71,0,69,0,66,0,64,0,64,0,64,0,64,0,64,0,64,0,64,,
bf_teamnames,15,Burton Albion,England,GB,Burton Albion,100,Burton Albion B,95,Burton Albion FC B,95,Burton,90,Albion,90,Tadcaster Albion AFC,86,Witton Albion,77,Buxton,75,Luton,72,Bury,68,Mali,68,Sion,68,Curzon Ashton,62,,
names_match,15,Burton Albion,England,GB,1,100,0,95,0,95,1,90,0,90,0,86,0,77,0,75,0,72,0,68,0,68,0,68,0,62,,
bf_teamnames,1,Cardiff City,England,GB,Cardiff City,100,Cardiff,90,Man City,86,Cardiff Metropolitan,86,Welwyn Garden City FC,86,Chichester City United,86,Kampala City Council,86,Winchester City FC,86,Chelmsford City FC B,86,Cardiff Met Uni FC,86,Cardiff Metropolitan University,86,Carlisle City,72,Cambridge City,69,,
names_match,1,Cardiff City,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,72,0,69,,
bf_teamnames,0,Celtic,Scotland,GB,Celtic,100,Farsley Celtic,90,Lurgan Celtic,90,Cwmbran Celtic,90,T,90,Donegal Celtic,90,Celtic Colts,90,Celtic XI,90,Teplice,62,Celta Vigo,62,Cheltenham,60,Preston Athletic,60,Larkhall Athletic FC,60,,
names_match,0,Celtic,Scotland,GB,1,100,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,62,0,62,0,60,0,60,0,60,,
bf_teamnames,5,Charlton Athletic,England,GB,Charlton Athletic FC B,95,Charlton Athletic XI,95,Charlton,90,Carshalton Athletic,89,Carshalton Athletic FC,82,Ashton Athletic,81,Preston Athletic,79,VCD Athletic,76,Ashton Athletic FC,74,Glenafton Athletic,74,Luton,72,Undy Athletic,72,Larkhall Athletic,71,,
names_match,5,Charlton Athletic,England,GB,0,95,0,95,1,90,0,89,0,82,0,81,0,79,0,76,0,74,0,74,0,72,0,72,0,71,,
bf_teamnames,5,Chelsea,England,GB,Chelsea,100,A,90,Cheltenham,71,Chester,71,KV Mechelen,69,Chesterfield,64,FC Utd Manchester,64,Chesham Utd,64,Dorchester Town,64,Winchester City,64,AFC Portchester,64,Chichester City United,64,Chesterfield FC B,64,,
names_match,5,Chelsea,England,GB,1,100,0,90,0,71,0,71,0,69,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,,
bf_teamnames,17,Crystal Palace,England,GB,Crystal Palace,100,C Palace,86,Al Hala,77,St Albans,60,T,60,aaa,60,Team A,60,team aaac,60,Abc,60,A,60,AEL,60,USA,60,Royal Pari FC,59,,
names_match,17,Crystal Palace,England,GB,1,100,1,86,0,77,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,59,,
bf_teamnames,17,Derby County,England,GB,Derby,90,Haverfordwest County,86,Newport County,69,Nairn County,67,Huntly,66,Coventry,64,Hyde,64,Newry City,64,Notts County,64,Eastwood Community FC,60,T,60,Def,60,Coventry City,56,,
names_match,17,Derby County,England,GB,1,90,0,86,0,69,0,67,0,66,0,64,0,64,0,64,0,64,0,60,0,60,0,60,0,56,,
bf_teamnames,6,Dundee,Scotland,GB,Dundee,100,Dundee Utd,90,Dundee Colts,90,Dundela,77,Udinese,62,Sunderland,60,Dorking Wanderers FC,60,Dunfermline,60,Dorking Wanderers,60,Cray Wanderers,60,Cray Wanderers FC,60,New,60,Tonnerre de Yaounde,60,,
names_match,6,Dundee,Scotland,GB,1,100,0,90,0,90,0,77,0,62,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,5,Dundee United,Scotland,GB,Dundee,90,Dundee Utd,87,North Greenford United,86,Ballinamallard United,86,Chichester City United,86,Maidstone United FC B,86,Flint Town United FC,86,Colchester United FC B,86,Skelmersdale United FC,86,Ashford United FC Kent,86,Southend United FC B,86,Man United,71,Lochee United,69,,
names_match,5,Dundee United,Scotland,GB,0,90,1,87,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,71,0,69,,
bf_teamnames,4,Everton,England,GB,Everton,100,Everton XI,95,T,90,Everton De Vina,90,Tiverton Town,77,Deveronvale,77,Leverstock Green,77,Verona,77,Belper Town,67,Ellerton FC,67,Videoton,67,Dorchester Town,64,Threave Rovers,64,,
names_match,4,Everton,England,GB,1,100,0,95,0,90,0,90,0,77,0,77,0,77,0,77,0,67,0,67,0,67,0,64,0,64,,
bf_teamnames,14,Fulham,England,GB,Fulham,100,A,90,Oldham,67,Burnham,62,Southampton,60,Waltham Abbey,60,Oldham Athletic AFC B,60,Melksham Town,60,Burnham FC,60,Waltham Abbey FC,60,Oldham Athletic B,60,Waltham Forest,60,Balham FC,60,,
names_match,14,Fulham,England,GB,1,100,0,90,0,67,0,62,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,1,Hamilton Academical,Scotland,GB,Hamilton,90,Luton,72,Hamilton Colts,69,Charlton,68,Lyon,68,Micheal,64,Jamaica,64,Walton Casuals,61,Al Hala,61,Al Hidd,61,Chatham,61,Bolton,60,Histon,60,,
names_match,1,Hamilton Academical,Scotland,GB,1,90,0,72,0,69,0,68,0,68,0,64,0,64,0,61,0,61,0,61,0,61,0,60,0,60,,
bf_teamnames,4,Hearts,Scotland,GB,Hearts,100,Hearts Colts,90,Kelty Hearts FC,90,Kelty Hearts,90,T,90,Hearts of Oak,90,A,90,Hearts XI,90,Chertsey Town,75,Ards,68,Portstewart,66,Colney Heath,66,Alashkert,66,,
names_match,4,Hearts,Scotland,GB,1,100,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,75,0,68,0,66,0,66,0,66,,
bf_teamnames,3,Hibernian,Scotland,GB,Hibernian,100,Hibernian Colts,90,Liberia,75,Benfica,62,Nigeria,62,Bergantinos CF,60,Verona,60,A,60,US Salernitana 1919,60,Serbia,60,Bosnia,60,Belgrano,59,Brisbane,59,,
names_match,3,Hibernian,Scotland,GB,1,100,0,90,0,75,0,62,0,62,0,60,0,60,0,60,0,60,0,60,0,60,0,59,0,59,,
bf_teamnames,18,Huddersfield Town,England,GB,Huddersfield Town,100,Huddersfield,95,Bala Town,86,Poole Town,86,Slough Town,86,Whitby Town,86,Corby Town,86,Harlow Town,86,Didcot Town,86,Frome Town,86,Luton Town,86,Flint Town,86,Belper Town,86,,
names_match,18,Huddersfield Town,England,GB,1,100,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,7,Hull City,England,GB,Hull City,100,Hull,90,Hull City AFC B,90,Cambridge City,86,Edinburgh City,86,Welwyn Garden City FC,86,Salisbury City,86,Winchester City,86,Salford City FC,86,Lancaster City,86,Leicester City,86,City Of Liverpool,86,Chichester City United,86,,
names_match,7,Hull City,England,GB,1,100,1,90,0,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,2,Inverness CT,Scotland,GB,Inverness CT,100,Inter,72,Ross Co,64,Express FC,64,Inverurie Loco,62,T,60,New,60,Rennes,60,Verona,60,SC Wiener Neustadt II,60,Inverurie Locos,59,Inter Allies FC,59,Widnes FC,57,,
names_match,2,Inverness CT,Scotland,GB,1,100,0,72,0,64,0,64,0,62,0,60,0,60,0,60,0,60,0,60,0,59,0,59,0,57,,
bf_teamnames,19,Ipswich Town,England,GB,Ipswich Town,100,Ipswich,90,Brighouse Town AFC,86,Market Drayton Town FC,86,Beaconsfield Town FC,86,Soham Town Rangers,86,Thamesmead Town FC,86,Petersfield Town FC,86,Flint Town United FC,86,Guisborough Town FC,86,Fleetwood Town FC B,86,Bridgwater Town FC,86,Kings Lynn Town FC,86,,
names_match,19,Ipswich Town,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,3,Kilmarnock,Scotland,GB,Kilmarnock,100,Kilmarnock Colts,90,MA,90,Larne,72,Marine,60,Ayr,60,Marlow,60,A,60,KFC Komarno,57,AEK Larnaca,57,Skala,54,Simba,54,Nairn,54,,
names_match,3,Kilmarnock,Scotland,GB,1,100,0,90,0,90,0,72,0,60,0,60,0,60,0,60,0,57,0,57,0,54,0,54,0,54,,
bf_teamnames,2,Leeds United,England,GB,Leeds,90,Spalding United FC,86,Leeds Utd,86,North Greenford United,86,Ballinamallard United,86,Chichester City United,86,Maidstone United FC B,86,Ebbsfleet United FC,86,Flint Town United FC,86,Bedworth United FC,86,Colchester United FC B,86,Skelmersdale United FC,86,Mangotsfield United,86,,
names_match,2,Leeds United,England,GB,1,90,0,86,1,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,3,Leicester City,England,GB,Leicester City,100,Leicester,90,Man City,86,Bath City,86,York City,86,Welwyn Garden City FC,86,Hull City,86,Chichester City United,86,Cork City,86,Winchester City,83,Exeter City,80,Lancaster City,79,Chester,77,,
names_match,3,Leicester City,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,83,0,80,0,79,0,77,,
bf_teamnames,19,Liverpool,England,GB,Liverpool,100,Liverpool XI,95,City Of Liverpool,90,City of Liverpool,90,Hartlepool,63,Al Ahli Tripoli,60,River Plate,60,Verona,60,Illichivec Mariupol,57,Blackpool,56,Welshpool,56,Tiverton Town,55,Balikesirspor,55,,
names_match,19,Liverpool,England,GB,1,100,0,95,0,90,0,90,0,63,0,60,0,60,0,60,0,57,0,56,0,56,0,55,0,55,,
bf_teamnames,9,Livingston,Scotland,GB,Livingston,100,Livingston Colts,90,Lymington,74,Dollingstown,73,Leiston,71,Darlington,70,Leamington,70,Kidlington,70,Sion,68,Kingstonian,67,Bridlington,67,Brislington,67,Ashington,63,,
names_match,9,Livingston,Scotland,GB,1,100,0,90,0,74,0,73,0,71,0,70,0,70,0,70,0,68,0,67,0,67,0,67,0,63,,
bf_teamnames,0,Luton Town,England,GB,Luton Town,100,Luton,90,Royston Town FC,86,Carmarthen Town,86,Biggleswade Town,86,Brighouse Town AFC,86,Warrenpoint Town,86,FC Halifax Town,86,Billericay Town,86,Burgess Hill Town,86,Dorchester Town,86,Spennymoor Town,86,Caernarfon Town,86,,
names_match,0,Luton Town,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,18,Manchester City,England,GB,Manchester City,100,Chester,90,MA,90,Winchester City,87,Man City,86,Truro City,86,Bath City,86,York City,86,Stoke City,86,Newry City,86,Hull City,86,Ngozi City,86,Cork City,86,,
names_match,18,Manchester City,England,GB,1,100,0,90,0,90,0,87,1,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,0,Manchester United,England,GB,Chester,90,Man United,86,Manchester City,81,FC Utd Manchester,78,Marske United,73,Lochee United,73,Chichester City United,72,Colchester United FC B,72,Colchester Utd,71,March Town United,71,Chesterfield,69,Winchester City,69,Man Utd,69,,1
names_match,0,Manchester United,England,GB,0,90,1,86,0,81,0,78,0,73,0,73,0,72,0,72,0,71,0,71,0,69,0,69,1,69,,
bf_teamnames,13,Middlesbrough,England,GB,Middlesbrough,100,Middlesbrough FC B,95,Gainsborough,64,Radcliffe Borough,60,Peterborough,56,Haringey Borough,55,Burscough,55,Leeds,54,Lewes,54,Sibir,54,Wales,54,Glebe,54,Knaresborough Town,52,,
names_match,13,Middlesbrough,England,GB,1,100,0,95,0,64,0,60,0,56,0,55,0,55,0,54,0,54,0,54,0,54,0,54,0,52,,
bf_teamnames,19,Millwall,England,GB,Millwall,100,Millwal,93,A,90,Llanelli,62,Wales,60,AEL,60,New Mills  AFC,56,Whitehill Welfare FC,56,Villalonga FC,56,Villarreal,56,Whitehill Welfare,56,Alloa,54,Irlam,54,,
names_match,19,Millwall,England,GB,1,100,1,93,0,90,0,62,0,60,0,60,0,56,0,56,0,56,0,56,0,56,0,54,0,54,,
bf_teamnames,20,Milton Keynes Dons,England,GB,Milton Keynes Dons,100,MK Dons,86,Luton,72,Hamilton,68,Lyon,68,Ton Pentre,63,Hendon,60,Bolton,60,Histon,60,Morton,60,T,60,Nelson,60,Rennes,60,,
names_match,20,Milton Keynes Dons,England,GB,1,100,1,86,0,72,0,68,0,68,0,63,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,7,Motherwell,Scotland,GB,Motherwell,100,Motherwell Colts,90,Monterrey,63,T,60,New,60,Rothes,60,AEL,60,Barwell,59,Hanwell,59,Montpellier,57,Montrose,56,Crewe,54,Dover,54,,
names_match,7,Motherwell,Scotland,GB,1,100,0,90,0,63,0,60,0,60,0,60,0,60,0,59,0,59,0,57,0,56,0,54,0,54,,
bf_teamnames,13,Newcastle United,England,GB,Newcastle,90,New,90,Man United,86,Newcastle Benfield,82,Newcastle Benfield FC,76,Newcastle Town,74,Newcastle Jets,74,Marske United,69,Marske United FC,66,Hastings United,65,Basildon United,65,Carlisle Utd,64,Ebbsfleet United FC,63,,
names_match,13,Newcastle United,England,GB,1,90,0,90,0,86,0,82,0,76,0,74,0,74,0,69,0,66,0,65,0,65,0,64,0,63,,
bf_teamnames,22,Norwich City,England,GB,Norwich City,100,Norwich,90,Man City,86,Welwyn Garden City FC,86,Chichester City United,86,Kampala City Council,86,Winchester City FC,86,Chelmsford City FC B,86,Ngozi City,73,Norwich United FC,72,Bangor City,70,Northwich Victoria,68,Northwich,67,,
names_match,22,Norwich City,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,73,0,72,0,70,0,68,0,67,,
bf_teamnames,16,Nottingham Forest,England,GB,Nottingham Forest,100,Nottm Forest,83,Waltham Forest,71,Tottenham,70,Test,68,TEST,68,Frem,68,Forest Green,64,Testing,64,Dinamo Brest,62,Preston,61,Sporting Farense,61,Woking,60,,
names_match,16,Nottingham Forest,England,GB,1,100,1,83,0,71,0,70,0,68,0,68,0,68,0,64,0,64,0,62,0,61,0,61,0,60,,
bf_teamnames,10,Partick Thistle,Scotland,GB,Partick,90,Buckie Thistle,69,Strathspey Thistle FC,61,Lothian Thistle HV,61,Strathspey Thistle,61,QPR,60,Histon,60,Ayr,60,South Park,60,T,60,Tahiti,60,A,60,Ksk Heist,60,,
names_match,10,Partick Thistle,Scotland,GB,1,90,0,69,0,61,0,61,0,61,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,11,Preston North End,England,GB,Preston North End FC B,95,Preston,90,North Leigh,86,Glossop North End,71,Estonia,71,Southend,68,Test,68,TEST,68,Sion,68,Preston Athletic,67,Glossop North End AFC,66,Leiston,64,Prestatyn,64,,
names_match,11,Preston North End,England,GB,0,95,1,90,0,86,0,71,0,71,0,68,0,68,0,68,0,68,0,67,0,66,0,64,0,64,,
bf_teamnames,21,Queens Park Rangers,England,GB,Rangers,90,Queens Park,90,South Park,86,Cove Rangers,86,Moyola Park,86,Niger,72,PAOK,68,Glebe Rangers,66,Rangers Colts,66,Brora Rangers,66,Carrick Rangers,65,Deeping Rangers,65,QPR,64,1,
names_match,21,Queens Park Rangers,England,GB,0,90,0,90,0,86,0,86,0,86,0,72,0,68,0,66,0,66,0,66,0,65,0,65,1,64,,
bf_teamnames,0,Rangers,Scotland,GB,Rangers,100,Carrick Rangers,90,Concord Rangers,90,Stafford Rangers,90,Cove Rangers,90,Glebe Rangers,90,Rangers Colts,90,Brora Rangers,90,Soham Town Rangers,90,Stafford Rangers FC,90,Sileby Rangers,90,Deeping Rangers,90,A,90,,
names_match,0,Rangers,Scotland,GB,1,100,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,,
bf_teamnames,23,Reading,England,GB,Reading,100,A,90,Hayes and Yeading,77,Hayes & Yeading,77,Hayes And Yeading,77,Spalding United FC,64,Ratingen SV Germania,64,Eding Sport de Lekie,64,Bashundhara Kings,64,Spalding Utd,64,Bridlington,64,Cs Herediano,64,Bridlington Town,64,,
names_match,23,Reading,England,GB,1,100,0,90,0,77,0,77,0,77,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,,
bf_teamnames,8,Ross County,Scotland,GB,Ross Co,90,Haverfordwest County,86,Notts County,78,Nairn County,70,Newport County,67,Huntly,66,Montrose,60,T,60,Eastwood Community FC,58,Ossett United,58,Rosemount Rec,58,Truro City,57,Ayr,57,,
names_match,8,Ross County,Scotland,GB,1,90,0,86,0,78,0,70,0,67,0,66,0,60,0,60,0,58,0,58,0,58,0,57,0,57,,
bf_teamnames,9,Rotherham United,England,GB,Rotherham,90,Rotherham Utd,90,Man United,86,Rothes,75,Evesham United,73,Thame United FC,71,Tobermore United,69,Lochee United,69,Chesham Utd,67,Ramsbottom United,67,Redditch United,65,Coventry United,65,Hepworth United FC,65,,
names_match,9,Rotherham United,England,GB,1,90,1,90,0,86,0,75,0,73,0,71,0,69,0,69,0,67,0,67,0,65,0,65,0,65,,
bf_teamnames,8,Sheffield United,England,GB,Sheffield,90,Man United,86,Sheffield FC,82,Harefield United FC,80,Mangotsfield United,74,Ashford United,73,Sheff Utd,72,Basildon United,71,Sheff Wed,70,Lochee United,69,Singida United,67,Winsford United,65,Basildon United FC,65,,
names_match,8,Sheffield United,England,GB,1,90,0,86,0,82,0,80,0,74,0,73,1,72,0,71,0,70,0,69,0,67,0,65,0,65,,
bf_teamnames,10,Sheffield Wednesday,England,GB,Sheffield,90,Sheffield FC,86,Ayr,72,Sheff Wed,70,Enfield Town,68,Mansfield,60,Sheff Utd,60,Darwen,60,New,60,Rennes,60,Westfield,60,A,60,Twente,60,,
names_match,10,Sheffield Wednesday,England,GB,0,90,0,86,0,72,1,70,0,68,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,11,Southampton,England,GB,Southampton,100,Northampton,82,Southport,70,Soham Town Rangers,66,Soham Town Rangers FC,66,Slough Town,64,South Sudan,64,Witham Town,64,Southend,63,Hamilton,63,Hamilton Colts,61,Fulham,60,Morton,60,,
names_match,11,Southampton,England,GB,1,100,0,82,0,70,0,66,0,66,0,64,0,64,0,64,0,63,0,63,0,61,0,60,0,60,,
bf_teamnames,9,St. Johnstone,Scotland,GB,St Johnstone,96,St Johnstone Colts,95,FC Zenit St Petersburg,86,Histon,75,Stoke,72,,68,Test,64,SK St Johann,64,TEST,64,Sion,64,St Neots Town,62,Boston Utd,61,Hendon,60,,
names_match,9,St. Johnstone,Scotland,GB,1,96,0,95,0,86,0,75,0,72,0,68,0,64,0,64,0,64,0,64,0,62,0,61,0,60,,
bf_teamnames,3,St. Mirren,Scotland,GB,St Mirren,95,Chalfont St Peter,86,St Andrew Lions,86,St Ives Town FC,86,St James's Gate FC,86,Zenit St Petersburg,86,St Mirren Colts,86,St Johnstone Colts,86,FC Zenit St Petersburg,86,Union St Gilloise,86,T,60,Carmarthen Town,57,Cirencester,57,,
names_match,3,St. Mirren,Scotland,GB,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,60,0,57,0,57,,
bf_teamnames,23,Stoke City,England,GB,Stoke City,100,Stoke City B,95,Stoke,90,Welwyn Garden City FC,86,Winchester City,86,Salford City FC,86,City Of Liverpool,86,Chichester City United,86,Bristol City FC B,86,Kampala City Council,86,Manchester City,86,Lichfield City FC,86,Hull City AFC B,86,,
names_match,23,Stoke City,England,GB,1,100,0,95,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,0,Sunderland,England,GB,Sunderland,100,Sunderland RCA,95,Dundela,71,Netherlands,67,Switzerland,67,Cumberland Colts FC,63,Dundee,60,New,60,Delfin,60,Poland,60,A,60,AEL,60,Def,60,,
names_match,0,Sunderland,England,GB,1,100,0,95,0,71,0,67,0,67,0,63,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,24,Swansea City,England,GB,Swansea,90,Man City,86,Welwyn Garden City FC,86,Chichester City United,86,Swansea University,86,Kampala City Council,86,Winchester City FC,86,Chelmsford City FC B,86,Kansas City,78,Lancaster City,69,Winchester City,67,Manchester City,67,Stoke City,64,,
names_match,24,Swansea City,England,GB,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,78,0,69,0,67,0,67,0,64,,
bf_teamnames,15,Tottenham Hotspur,England,GB,Tottenham,90,Holyhead Hotspur,67,Holyhead Hotspurs,65,Team 10,64,Team 11,64,Team 12,64,Holyhead Hotspur FC,61,QPR,60,Rotherham,60,T,60,Team A,60,TestTeam1,60,Team H,60,,
names_match,15,Tottenham Hotspur,England,GB,1,90,0,67,0,65,0,64,0,64,0,64,0,61,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,16,Watford,England,GB,Watford,100,Watford XI,95,T,90,A,90,Waterford,88,Dartford,80,Stratford Town,77,Stratford Town FC,77,Telford,71,Bradford,67,Stamford,67,Trafford,67,Bradford PA,64,,
names_match,16,Watford,England,GB,1,100,0,95,0,90,0,90,0,88,0,80,0,77,0,77,0,71,0,67,0,67,0,67,0,64,,
bf_teamnames,7,West Bromwich Albion,England,GB,West Brom,90,Albion,90,West Ham,86,Witton Albion,86,Burton Albion,86,West Brom XI,86,test b,75,Test,68,TEST,68,Mali,68,Roma,68,Sion,68,Norwich,64,,
names_match,7,West Bromwich Albion,England,GB,1,90,0,90,0,86,0,86,0,86,0,86,0,75,0,68,0,68,0,68,0,68,0,68,0,64,,
bf_teamnames,12,West Ham United,England,GB,West Ham,90,West Brom,86,Man United,86,Evesham United,83,test a,75,Thame United FC,73,Chesham Utd,69,Hastings United,69,Evesham Utd,69,Merstham,68,Test,68,TEST,68,Redditch United,67,,
names_match,12,West Ham United,England,GB,1,90,0,86,0,86,0,83,0,75,0,73,0,69,0,69,0,69,0,68,0,68,0,68,0,67,,
bf_teamnames,19,Wigan Athletic,England,GB,Wigan Athletic,100,Wigan,90,Scarborough Athletic FC,86,Carshalton Athletic FC,86,Oldham Athletic AFC B,86,Charlton Athletic FC B,86,Wigan XI,86,Grays Athletic,79,Annan Athletic,79,VCD Athletic,76,Ashton Athletic,76,Glenafton Athletic,75,Undy Athletic,74,,
names_match,19,Wigan Athletic,England,GB,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,79,0,79,0,76,0,76,0,75,0,74,,
bf_teamnames,22,Wolverhampton Wanderers,England,GB,Cray Wanderers,86,Wolves,75,Wolverhampton Casuals,73,Dover,72,Hamilton,68,Bolton Wanderers FC B,68,Northampton,66,Dorking Wanderers,66,Cray Wanderers FC,66,Ipswich Wanderers,66,Faversham Town,64,Wolves B,64,Andorra,64,,
names_match,22,Wolverhampton Wanderers,England,GB,0,86,1,75,0,73,0,72,0,68,0,68,0,66,0,66,0,66,0,66,0,64,0,64,0,64,,
